                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     50,               0.031399,               0.010648,               0.010395,              0.0036293,                0.75767,                0.91667,                0.89468,                0.58654,                0.75767,                0.91667,                0.88411,                0.66821,               0.028287,              0.0083831,              0.0065608,              0.0030548,              0.0095149,              0.0095149,              0.0095149
                     51,               0.031605,               0.010814,               0.010238,               0.002118,                0.86714,                0.89643,                0.92581,                0.62018,                0.86714,                0.89643,                0.92581,                0.69394,                0.02845,              0.0081179,               0.006022,              0.0032478,               0.009505,               0.009505,               0.009505
                     52,               0.031359,               0.011257,               0.010246,              0.0027286,                0.84265,                0.88357,                0.92936,                0.68849,                0.84265,                0.88357,                0.91664,                0.72382,               0.024813,              0.0080228,              0.0063391,              0.0056091,              0.0094951,              0.0094951,              0.0094951
                     53,               0.029599,               0.011625,               0.010144,              0.0021207,                0.91032,                0.93928,                0.96083,                0.62455,                0.91032,                0.93928,                0.95678,                 0.7194,               0.033387,              0.0077896,              0.0058351,              0.0010168,              0.0094852,              0.0094852,              0.0094852
                     54,               0.030425,               0.010603,              0.0098622,              0.0023253,                0.99673,                0.88687,                0.95768,                0.65521,                0.99673,                0.88687,                0.95768,                0.75818,               0.026373,              0.0069406,              0.0054331,              0.0018965,              0.0094753,              0.0094753,              0.0094753
                     55,                0.03034,               0.010847,              0.0098883,              0.0029844,                0.92732,                0.94235,                0.96776,                0.65642,                0.92732,                0.94235,                0.96776,                0.79351,               0.026466,              0.0070975,               0.005197,              0.0012207,              0.0094654,              0.0094654,              0.0094654
                     56,                0.02875,               0.011174,              0.0094298,              0.0031053,                0.92136,                0.91667,                0.96759,                0.61081,                0.92136,                0.91667,                0.96759,                0.73427,               0.030299,              0.0078414,               0.005425,              0.0023094,              0.0094555,              0.0094555,              0.0094555
                     57,               0.030432,               0.010634,              0.0099699,              0.0028003,                0.90262,                0.97872,                0.97821,                0.62487,                0.90262,                0.97872,                0.97821,                0.81599,               0.026487,              0.0074425,              0.0048594,              0.0011101,              0.0094456,              0.0094456,              0.0094456
                     58,               0.028084,               0.010687,               0.010085,              0.0020218,                0.89839,                0.97222,                0.98368,                0.62195,                0.89839,                0.97222,                0.98368,                 0.7837,               0.027683,              0.0072549,              0.0049229,             0.00086555,              0.0094357,              0.0094357,              0.0094357
                     59,               0.028684,               0.011135,              0.0093896,              0.0018548,                0.90143,                0.96625,                0.98368,                0.71587,                0.90143,                0.96625,                0.98368,                0.75406,               0.023479,              0.0074882,              0.0047636,               0.001372,              0.0094258,              0.0094258,              0.0094258
                     60,               0.028605,               0.010123,              0.0097712,              0.0034187,                0.92574,                0.87032,                0.98009,                0.72779,                0.92574,                0.87032,                0.98009,                0.77549,               0.022909,              0.0074371,              0.0045424,              0.0035301,              0.0094159,              0.0094159,              0.0094159
                     61,               0.028915,               0.010629,               0.010177,              0.0024329,                0.90114,                0.95336,                  0.984,                  0.724,                0.90114,                0.95336,                  0.984,                0.80098,               0.022515,              0.0070254,              0.0043955,              0.0015343,               0.009406,               0.009406,               0.009406
                     62,               0.028564,               0.010396,              0.0094106,              0.0031564,                0.95762,                0.98602,                  0.995,                0.74932,                0.95762,                0.98602,                  0.995,                0.77079,               0.021929,              0.0073543,              0.0043659,              0.0011093,              0.0093961,              0.0093961,              0.0093961
                     63,               0.027543,               0.011329,              0.0094701,              0.0029314,                0.95292,                0.95926,                  0.995,                0.73761,                0.95292,                0.95926,                  0.995,                0.83244,               0.024691,              0.0074825,              0.0046582,              0.0011091,              0.0093862,              0.0093862,              0.0093862
                     64,               0.029435,               0.010204,              0.0097782,              0.0023361,                0.96568,                0.95866,                0.99368,                0.70259,                0.96568,                0.95866,                0.99368,                0.76216,                0.03172,              0.0073015,              0.0047808,              0.0012051,              0.0093763,              0.0093763,              0.0093763
                     65,               0.029432,                0.01094,              0.0092483,               0.003501,                0.87408,                0.91667,                0.93532,                0.69564,                0.87408,                0.91667,                0.93532,                0.75332,                0.02472,              0.0071353,              0.0058155,                0.00114,              0.0093664,              0.0093664,              0.0093664
                     66,               0.027643,               0.010701,              0.0090943,              0.0028941,                0.93834,                0.97222,                 0.9767,                0.64752,                0.93834,                0.97222,                 0.9767,                 0.8111,               0.024046,              0.0070935,              0.0053406,              0.0012482,              0.0093565,              0.0093565,              0.0093565
                     67,               0.027148,               0.011505,              0.0093616,              0.0032735,                0.74597,                0.80556,                0.90892,                0.64798,                0.74597,                0.80556,                 0.9036,                0.71803,               0.024288,              0.0075329,               0.007679,              0.0013176,              0.0093466,              0.0093466,              0.0093466
                     68,                0.02852,               0.010401,              0.0091601,              0.0016607,                0.72058,                0.95575,                0.85285,                0.63617,                0.72058,                0.95575,                0.85386,                0.68929,               0.025197,              0.0076137,              0.0080843,              0.0021915,              0.0093367,              0.0093367,              0.0093367
                     69,               0.028348,               0.010486,              0.0095736,               0.003455,                0.73028,                0.75622,                0.85798,                0.62184,                0.73028,                0.75622,                0.85798,                0.69758,               0.024349,              0.0076001,              0.0063791,               0.021558,              0.0093268,              0.0093268,              0.0093268
                     70,               0.027644,               0.010863,              0.0095748,               0.003207,                0.73523,                0.80556,                0.88234,                0.54922,                0.73523,                0.80556,                0.88936,                0.63018,               0.030535,              0.0087455,              0.0070982,               0.009375,              0.0093169,              0.0093169,              0.0093169
                     71,               0.028147,                0.01044,              0.0089855,               0.003604,                0.92611,                0.75612,                0.93364,                0.63259,                0.92611,                0.75612,                0.93972,                0.69976,               0.029398,              0.0073322,              0.0060916,               0.011885,               0.009307,               0.009307,               0.009307
                     72,               0.028319,               0.010981,              0.0096187,              0.0031894,                0.67941,                0.76905,                0.93732,                0.69136,                0.68996,                0.79683,                0.93792,                0.72965,               0.023682,              0.0076871,              0.0060377,               0.046655,              0.0092971,              0.0092971,              0.0092971
                     73,                0.02724,                0.01071,              0.0096185,              0.0031753,                0.90537,                0.96393,                0.97844,                 0.6471,                0.90537,                0.96393,                0.97325,                0.70394,                0.03009,              0.0081004,              0.0056105,              0.0010586,              0.0092872,              0.0092872,              0.0092872
                     74,               0.027988,               0.010641,               0.009633,              0.0027868,                0.83155,                 0.9484,                0.89409,                 0.6448,                0.83155,                 0.9484,                0.89498,                0.66317,               0.024982,               0.008212,               0.005774,               0.001265,              0.0092773,              0.0092773,              0.0092773
                     75,               0.026177,               0.010409,              0.0090794,               0.002647,                0.91941,                0.96152,                0.96476,                0.67344,                0.91941,                0.96152,                0.96476,                0.73429,               0.024526,              0.0073968,              0.0054536,             0.00090923,              0.0092674,              0.0092674,              0.0092674
                     76,               0.029257,               0.010485,               0.010723,              0.0031231,                0.95505,                0.88889,                0.98033,                0.65044,                0.95505,                0.88889,                0.98033,                0.79723,               0.026067,              0.0075541,              0.0056009,              0.0010473,              0.0092575,              0.0092575,              0.0092575
                     77,               0.028752,               0.010921,              0.0094217,              0.0024924,                0.94449,                      1,                0.98921,                0.75293,                0.94449,                      1,                0.98921,                0.76707,               0.026292,              0.0074719,              0.0049682,             0.00077553,              0.0092476,              0.0092476,              0.0092476
                     78,               0.026119,              0.0098344,              0.0090126,              0.0023188,                0.95295,                0.97222,                0.98944,                0.74994,                0.95295,                0.97222,                0.98944,                0.78276,               0.022316,              0.0073313,              0.0047922,             0.00085297,              0.0092377,              0.0092377,              0.0092377
                     79,               0.025635,              0.0099272,              0.0084839,              0.0029621,                0.98626,                0.88824,                0.97718,                0.71946,                0.98626,                0.88824,                0.97718,                0.78528,               0.020384,              0.0072682,              0.0051088,              0.0014828,              0.0092278,              0.0092278,              0.0092278
                     80,               0.027308,               0.010812,              0.0094457,              0.0025693,                0.94652,                0.89226,                0.96421,                0.62285,                0.94652,                0.89226,                0.96573,                0.70516,               0.025695,                0.00722,              0.0055017,             0.00079212,              0.0092179,              0.0092179,              0.0092179
                     81,               0.027783,               0.010215,               0.009546,               0.003471,                0.94141,                0.91667,                0.97073,                0.69165,                0.94141,                0.91667,                0.97222,                0.75822,               0.024525,              0.0078313,              0.0049767,             0.00071888,               0.009208,               0.009208,               0.009208
                     82,               0.027563,               0.009821,              0.0091817,               0.001702,                 0.9382,                0.93679,                0.98484,                0.63546,                0.96934,                0.96343,                  0.995,                0.71189,               0.026895,              0.0072173,              0.0048633,             0.00077496,              0.0091981,              0.0091981,              0.0091981
                     83,               0.028265,               0.010456,              0.0086948,              0.0017548,                0.93832,                0.98612,                0.98632,                0.63477,                 0.9461,                0.96323,                0.97586,                0.73029,               0.024216,              0.0074555,              0.0044885,             0.00075188,              0.0091882,              0.0091882,              0.0091882
                     84,                 0.0281,                0.01025,              0.0087267,              0.0021777,                0.88167,                0.99319,                 0.9706,                0.73468,                0.88167,                0.99319,                 0.9706,                0.78941,                0.02175,              0.0074773,              0.0053129,              0.0024952,              0.0091783,              0.0091783,              0.0091783
                     85,               0.026859,               0.010172,              0.0093229,              0.0024681,                0.92063,                0.91323,                0.98394,                0.73583,                0.92063,                0.91323,                0.98394,                0.71797,               0.024715,              0.0079177,               0.005424,              0.0010912,              0.0091684,              0.0091684,              0.0091684
                     86,               0.025336,               0.010274,              0.0090983,              0.0029543,                0.96538,                 0.9687,                0.98976,                0.70414,                0.96538,                 0.9687,                0.98976,                0.77645,               0.022233,              0.0072319,              0.0047302,             0.00091877,              0.0091585,              0.0091585,              0.0091585
                     87,               0.026553,               0.010021,              0.0088013,              0.0022465,                0.92082,                0.99249,                0.98567,                0.75874,                0.92082,                0.99249,                0.98567,                0.80242,               0.021097,              0.0070614,              0.0046635,              0.0015856,              0.0091486,              0.0091486,              0.0091486
                     88,               0.025847,               0.010563,              0.0089422,               0.002301,                0.97761,                0.88889,                0.98103,                0.72638,                0.97761,                0.88889,                0.98103,                0.73496,               0.023522,              0.0074666,              0.0047102,              0.0011631,              0.0091387,              0.0091387,              0.0091387
                     89,               0.025899,               0.010939,              0.0083825,              0.0024677,                0.88012,                0.98941,                0.97693,                0.69492,                0.88012,                0.98941,                0.97693,                0.75107,               0.027282,              0.0075969,              0.0048552,              0.0011223,              0.0091288,              0.0091288,              0.0091288
                     90,               0.026101,               0.010785,              0.0089528,              0.0029322,                0.99507,                0.95861,                0.99143,                0.71721,                0.99507,                0.95861,                0.99143,                0.76598,               0.022564,              0.0074674,              0.0046167,              0.0011187,              0.0091189,              0.0091189,              0.0091189
                     91,               0.025365,               0.010193,              0.0080337,              0.0025185,                0.93643,                0.95769,                0.98259,                0.68559,                0.98053,                0.96305,                0.98731,                0.77173,               0.024625,              0.0073042,              0.0051789,              0.0013073,               0.009109,               0.009109,               0.009109
                     92,               0.024676,               0.010091,              0.0084265,              0.0028197,                0.97429,                0.88889,                0.97646,                0.72531,                0.97429,                0.88889,                0.97918,                0.82214,                0.02167,              0.0070167,               0.005198,              0.0012615,              0.0090991,              0.0090991,              0.0090991
                     93,               0.026921,              0.0099218,              0.0085387,              0.0023008,                0.98119,                0.88897,                0.97955,                0.68229,                0.98119,                0.88897,                0.97955,                0.74617,               0.024887,              0.0073229,              0.0044737,              0.0028208,              0.0090892,              0.0090892,              0.0090892
                     94,               0.024509,               0.010359,              0.0093649,              0.0037948,                0.91587,                0.84779,                 0.9762,                0.76912,                0.91587,                0.84779,                 0.9762,                0.72912,                0.02063,              0.0080995,              0.0050197,               0.001165,              0.0090793,              0.0090793,              0.0090793
                     95,               0.025335,               0.010221,              0.0084506,              0.0017047,                0.94736,                0.94425,                0.98875,                 0.6948,                0.94736,                0.94425,                0.98875,                0.78484,               0.024475,              0.0071625,              0.0046854,             0.00063171,              0.0090694,              0.0090694,              0.0090694
                     96,               0.026223,               0.010118,              0.0086902,              0.0026725,                      1,                0.94099,                0.98484,                0.70283,                      1,                0.94099,                0.98484,                0.77057,               0.024218,              0.0069627,              0.0042672,             0.00089531,              0.0090595,              0.0090595,              0.0090595
                     97,               0.024545,                 0.0103,              0.0084349,              0.0023772,                 0.9726,                 0.9673,                0.99079,                0.73733,                 0.9726,                 0.9673,                0.99079,                0.77863,               0.021992,              0.0075736,              0.0044718,              0.0015173,              0.0090496,              0.0090496,              0.0090496
                     98,               0.024178,              0.0098406,              0.0084046,              0.0035559,                0.90578,                0.98799,                0.98239,                0.65822,                0.90578,                0.98799,                0.98239,                0.68105,               0.024623,              0.0085024,              0.0046411,              0.0011642,              0.0090397,              0.0090397,              0.0090397
                     99,               0.025567,               0.009938,              0.0086756,              0.0030777,                0.87837,                0.93793,                0.95907,                0.71302,                0.87837,                0.93793,                0.96122,                0.75369,               0.023021,              0.0072299,              0.0057335,              0.0006712,              0.0090298,              0.0090298,              0.0090298
                    100,               0.026358,               0.009424,              0.0087691,              0.0026309,                0.89478,                0.91667,                0.94862,                0.69866,                0.89478,                0.91667,                0.95946,                0.76734,               0.023592,              0.0074092,                0.00629,             0.00062313,              0.0090199,              0.0090199,              0.0090199
                    101,               0.026619,               0.010818,              0.0094721,              0.0028236,                0.82482,                0.80556,                0.90968,                 0.6291,                0.86267,                0.83333,                0.93121,                0.66814,               0.024608,              0.0073913,              0.0064359,              0.0010284,                0.00901,                0.00901,                0.00901
                    102,               0.025035,               0.010131,              0.0085631,              0.0029222,                0.90622,                0.94478,                0.97274,                0.74512,                0.93222,                0.97222,                0.97605,                0.75542,               0.021059,              0.0071675,              0.0055885,             0.00087166,              0.0090001,              0.0090001,              0.0090001
                    103,               0.025055,               0.010803,              0.0093095,              0.0026467,                 0.9371,                0.97222,                0.98027,                0.69312,                 0.9371,                0.97222,                0.98027,                0.74166,               0.020995,                0.00764,              0.0051422,              0.0012569,              0.0089902,              0.0089902,              0.0089902
                    104,               0.026409,               0.010769,              0.0087163,              0.0025234,                0.96085,                 0.9377,                0.98268,                0.76161,                0.96085,                 0.9377,                0.98268,                0.79865,               0.019863,              0.0075683,              0.0045595,              0.0010799,              0.0089803,              0.0089803,              0.0089803
                    105,               0.024986,              0.0097937,              0.0086397,              0.0030314,                 0.9322,                0.76617,                0.93481,                0.65111,                 0.9322,                0.76617,                0.93481,                0.68775,               0.024291,              0.0075239,              0.0049133,               0.010862,              0.0089704,              0.0089704,              0.0089704
                    106,               0.022206,                0.01025,              0.0081995,              0.0029951,                 0.8962,                0.97971,                  0.995,                0.79721,                 0.8962,                0.97971,                  0.995,                0.78598,                0.01791,              0.0074911,              0.0040803,             0.00087109,              0.0089605,              0.0089605,              0.0089605
                    107,               0.024228,               0.010371,              0.0085748,              0.0026398,                0.98907,                0.99315,                  0.995,                0.78475,                0.98907,                0.99315,                  0.995,                0.79073,               0.020423,              0.0071695,              0.0043101,              0.0017754,              0.0089506,              0.0089506,              0.0089506
